model,dataset,loss
full,TOF,0.7553854
full,TOF,0.8561379
full,TOF,0.7605087
full,TOF,0.7968427
full,TOF,0.8284631
full,TOF,0.9445422
full,TOF,0.67274606
full,TOF,0.90425825
full,TOF,0.90631545
full,TOF,0.91773236
full,TOF,0.78332883
full,TOF,0.88288504
full,TOF,0.904826
full,TOF,0.8955304
full,TOF,0.8631136
full,TOF,0.907735
full,TOF,0.9339359
full,TOF,0.736764
full,TOF,0.9337621
full,TOF,0.86374927
full,TOF,0.9172804
full,TOF,0.8244928
full,TOF,0.96047354
full,TOF,0.8475179
full,TOF,0.24445409
full,TOF,0.8891027
full,TOF,0.8867442
full,TOF,0.80480874
full,TOF,0.88197315
full,TOF,0.92929614
full,TOF,0.8538771
full,TOF,0.9502777
full,TOF,0.80278975
full,TOF,0.9603167
full,TOF,0.9444202
full,TOF,0.8979533
full,TOF,0.8802123
full,TOF,0.9756687
full,TOF,0.83964413
full,TOF,0.9152193
full,TOF,0.8931636
full,TOF,0.8733581
full,TOF,0.9411175
full,TOF,0.8487266
full,TOF,0.8990549
full,TOF,0.9175197
full,TOF,0.8316004
full,TOF,0.72060263
full,TOF,0.8439379
full,TOF,0.86002815
full,TOF,0.6442883
full,TOF,0.907298
full,TOF,0.7550013
full,TOF,0.9003157
full,TOF,0.8705585
full,TOF,0.9036453
full,TOF,0.73719895
full,TOF,0.92428476
full,TOF,0.85352695
full,TOF,0.8208267
full,TOF,0.9057846
full,TOF,0.9110647
full,TOF,0.84816223
full,TOF,0.7155011
full,TOF,0.6701445
full,TOF,0.90582556
full,TOF,0.7248358
full,TOF,0.87805325
full,TOF,0.93371207
full,TOF,0.8446034
full,TOF,0.9014489
full,TOF,0.53766906
full,TOF,0.96253496
full,TOF,0.889355
full,TOF,0.9167549
full,TOF,0.8741348
full,TOF,0.9610508
full,TOF,0.94133484
full,TOF,0.8340477
full,TOF,0.91378564
full,TOF,0.91432923
full,TOF,0.7819046
full,TOF,0.781736
full,TOF,0.87444097
full,TOF,0.88567024
full,TOF,0.66252077
full,TOF,0.9318364
full,TOF,0.89137983
full,TOF,0.6354292
full,TOF,0.92783964
full,TOF,0.7605576
full,TOF,0.9439746
full,TOF,0.79453385
full,TOF,0.7592788
full,TOF,0.9436153
full,TOF,0.36130738
full,TOF,0.87707496
full,TOF,0.91329324
full,TOF,0.92827266
full,TOF,0.8992278
full,TOF,0.9399367
full,TOF,0.63122034
full,TOF,0.89086014
full,TOF,0.95886195
full,TOF,0.9506217
full,TOF,0.29091603
full,TOF,0.7365937
full,TOF,0.9300908
full,TOF,0.6475322
full,TOF,0.8607174
full,TOF,0.9324395
full,TOF,0.85025996
full,TOF,0.8498773
full,TOF,0.7490845
full,TOF,0.9080858
full,TOF,0.9220384
full,TOF,0.92263424
full,TOF,0.69735193
full,TOF,0.89805764
full,TOF,0.94028896
full,TOF,0.9103452
full,TOF,0.6409749
full,TOF,0.830498
full,TOF,0.9625034
full,TOF,0.8460349
full,TOF,0.9067632
full,TOF,0.9086472
full,TOF,0.9093183
full,TOF,0.81750065
full,TOF,0.9514733
full,TOF,0.9666809
full,TOF,0.96468973
full,TOF,0.86468893
full,TOF,0.91101944
full,TOF,0.9177365
full,TOF,0.9667172
full,TOF,0.88000864
full,TOF,0.9419017
full,TOF,0.9425945
full,TOF,0.93143636
full,TOF,0.8258088
full,TOF,0.9456604
full,TOF,0.96317005
full,TOF,0.88822407
full,TOF,0.8490368
full,TOF,0.8620386
full,TOF,0.8960798
full,TOF,0.8359828
full,TOF,0.796636
full,TOF,0.8826695
full,TOF,0.88353926
full,TOF,0.7712306
full,TOF,0.9101621
full,TOF,0.8550512
full,TOF,0.92570287
full,TOF,0.8599234
full,TOF,0.9015134
full,TOF,0.81450844
full,TOF,0.8255983
full,TOF,0.88075477
full,TOF,0.95460474
full,TOF,0.7761233
full,TOF,0.96368486
full,TOF,0.8798411
full,TOF,0.71197927
full,TOF,0.9010569
full,TOF,0.8664366
full,TOF,0.84614915
full,TOF,0.8174899
full,TOF,0.8501044
full,TOF,0.70277
full,TOF,0.90942127
full,TOF,0.8834796
full,TOF,0.87052864
full,TOF,0.91923386
full,TOF,0.9290296
full,TOF,0.8310395
full,TOF,0.84732544
full,TOF,0.7617291
full,TOF,0.9286381
full,TOF,0.8797879
full,TOF,0.9440654
full,TOF,0.88937455
full,TOF,0.8812968
full,TOF,0.9220263
full,TOF,0.83819747
full,TOF,0.8615847
full,TOF,0.86482644
full,TOF,0.8724462
full,TOF,0.58059573
full,TOF,0.6664754
full,TOF,0.7238331
full,TOF,0.8157431
full,TOF,0.8493991
full,TOF,0.8941617
full,TOF,0.94006693
full,TOF,0.9496696
full,TOF,0.8209956
full,TOF,0.92401755
full,TOF,0.7047064
full,TOF,0.95612353
full,TOF,0.832352
full,TOF,0.88988286
full,TOF,0.92394906
full,TOF,0.91962224
full,TOF,0.84360754
full,TOF,0.8395478
full,TOF,0.9178865
full,TOF,0.9363765
full,TOF,0.85228324
full,TOF,0.90235305
full,TOF,0.939371
full,TOF,0.8161524
full,TOF,0.73665076
full,TOF,0.85639584
full,TOF,0.96582365
full,TOF,0.92415184
full,TOF,0.8513602
full,TOF,0.84670496
full,TOF,0.84666514
full,TOF,0.87118125
full,TOF,0.96060836
full,TOF,0.8459085
full,TOF,0.88196516
full,TOF,0.87324923
full,TOF,0.8190897
full,TOF,0.9299759
full,TOF,0.9368755
full,TOF,0.70274687
full,TOF,0.83183247
full,TOF,0.9127461
full,TOF,0.9521578
full,TOF,0.8733438
full,TOF,0.8583968
full,TOF,0.7903222
full,TOF,0.9050441
full,TOF,0.7442491
full,TOF,0.8301338
full,TOF,0.91578734
full,TOF,0.8506006
full,TOF,0.8686263
full,TOF,0.9278403
full,TOF,0.9194525
full,TOF,0.8768049
full,TOF,0.9502179
full,TOF,0.6587492
full,TOF,0.9366108
full,TOF,0.86967194
full,TOF,0.86952734
full,TOF,0.92820823
full,TOF,0.9389162
full,TOF,0.8831191
full,TOF,0.7660457
full,TOF,0.8990893
full,TOF,0.9022021
full,TOF,0.8921027
full,TOF,0.90597165
full,TOF,0.8543795
full,TOF,0.94562614
full,TOF,0.60385084
full,TOF,0.9409395
full,TOF,0.96876615
full,TOF,0.6476229
full,TOF,0.9346552
full,TOF,0.93616235
full,TOF,0.91134554
full,TOF,0.9501548
full,TOF,0.5918355
full,TOF,0.9554569
full,TOF,0.9751324
full,TOF,0.91301835
full,TOF,0.91991144
full,TOF,0.95665735
full,TOF,0.90504813
full,TOF,0.96928734
full,TOF,0.9234233
full,TOF,0.8380481
full,TOF,0.80660033
full,TOF,0.9003877
full,TOF,0.6128641
full,TOF,0.93171406
full,TOF,0.80503106
full,TOF,0.9090035
full,TOF,0.9559333
full,TOF,0.9057059
full,TOF,0.92703784
full,TOF,0.807336
full,TOF,0.8290512
full,TOF,0.8588658
full,TOF,0.8618342
full,TOF,0.8557985
full,TOF,0.7689195
full,TOF,0.7615673
full,TOF,0.8226775
full,TOF,0.946421
full,TOF,0.7411471
full,TOF,0.9509761
full,TOF,0.9351511
full,TOF,0.87767553
full,TOF,0.87531537
full,TOF,0.81673837
full,TOF,0.7887056
full,TOF,0.8572954
full,TOF,0.84244764
full,TOF,0.93049395
full,TOF,0.76448005
full,TOF,0.875584
full,TOF,0.91414756
full,TOF,0.93381256
full,TOF,0.68712395
full,TOF,0.8947729
full,TOF,0.8703788
full,TOF,0.59930503
full,TOF,0.889391
full,TOF,0.91158724
full,TOF,0.86490357
full,TOF,0.89254296
full,TOF,0.9058132
full,TOF,0.95044816
full,TOF,0.89380205
full,TOF,0.90137976
full,TOF,0.7964106
full,TOF,0.84404796
full,TOF,0.9206903
full,TOF,0.9364225
full,TOF,0.9158426
full,TOF,0.41435742
full,TOF,0.8770961
full,TOF,0.9275463
full,TOF,0.8335877
full,TOF,0.3361587
full,TOF,0.81678355
full,TOF,0.41708475
full,TOF,0.8961269
full,TOF,0.85665715
full,TOF,0.78880453
full,TOF,0.9113991
full,TOF,0.95009077
full,TOF,0.8833479
full,TOF,0.88672704
full,TOF,0.575114
full,TOF,0.7022925
full,TOF,0.8891678
full,TOF,0.6992706
full,TOF,0.88035524
full,TOF,0.7754491
full,TOF,0.87159556
full,TOF,0.9559838
full,TOF,0.7908492
full,TOF,0.90873164
full,TOF,0.8133603
full,TOF,0.8986584
full,TOF,0.8750976
full,TOF,0.9479528
full,TOF,0.9276413
full,TOF,0.93424904
full,TOF,0.8908076
full,TOF,0.8300722
full,TOF,0.93654025
full,TOF,0.9562024
full,TOF,0.80043155
full,TOF,0.8307774
full,TOF,0.8369112
full,TOF,0.925428
full,TOF,0.825662
full,TOF,0.8637853
full,TOF,0.9215145
full,TOF,0.8644203
full,TOF,0.8731804
full,TOF,0.93244773
full,TOF,0.8541962
full,TOF,0.9061355
full,TOF,0.6692635
full,TOF,0.7693778
full,TOF,0.8265517
full,TOF,0.8733197
full,TOF,0.8952023
full,TOF,0.74113
full,TOF,0.6322981
full,TOF,0.86032736
full,TOF,0.9627803
full,TOF,0.9394181
full,TOF,0.9439444
full,TOF,0.87889665
full,TOF,0.7996553
full,TOF,0.73356223
full,TOF,0.9305612
full,TOF,0.813988
full,TOF,0.55304337
full,TOF,0.9394804
full,TOF,0.8847821
full,TOF,0.86401606
full,TOF,0.9156514
full,TOF,0.9233762
full,TOF,0.7960118
full,TOF,0.7944054
full,TOF,0.9517226
full,TOF,0.8652535
full,TOF,0.8668611
full,TOF,0.92909783
full,TOF,0.56220144
full,TOF,0.90048325
full,TOF,0.96086323
full,TOF,0.70415163
full,TOF,0.9286598
full,TOF,0.8058534
full,TOF,0.6612863
full,TOF,0.8834573
full,TOF,0.6021299
full,TOF,0.85351264
full,TOF,0.76044387
full,TOF,0.91394824
full,TOF,0.95618033
full,TOF,0.95388085
full,TOF,0.7629117
full,TOF,0.9066585
full,TOF,0.9142164
full,TOF,0.8424298
full,TOF,0.8041424
full,TOF,0.9254835
full,TOF,0.17345786
full,TOF,0.73974466
full,TOF,0.8654462
full,TOF,0.96702504
full,TOF,0.86525005
full,TOF,0.8258782
full,TOF,0.79405844
full,TOF,0.915758
full,TOF,0.9080553
full,TOF,0.917939
full,TOF,0.9166927
full,TOF,0.8745392
full,TOF,0.9689361
full,TOF,0.9423372
full,TOF,0.8946694
full,TOF,0.9385592
full,TOF,0.8177523
full,TOF,0.8312598
full,TOF,0.93856037
full,TOF,0.82857203
full,TOF,0.8167869
full,TOF,0.7541245
full,TOF,0.7550587
full,TOF,0.849018
full,TOF,0.718296
full,TOF,0.8876851
full,TOF,0.760266
full,TOF,0.9248175
full,TOF,0.7544522
full,TOF,0.71985775
full,TOF,0.86905086
full,TOF,0.6108992
full,TOF,0.8246076
full,TOF,0.8443303
full,TOF,0.84233904
full,TOF,0.47716844
full,TOF,0.8608797
full,TOF,0.9010233
full,TOF,0.91676307
full,TOF,0.95869774
full,TOF,0.95548624
full,TOF,0.8474512
full,TOF,0.8807081
full,TOF,0.8168786
full,TOF,0.96510357
full,TOF,0.8240826
full,TOF,0.8589143
full,TOF,0.85774505
full,TOF,0.8638883
full,TOF,0.9331967
full,TOF,0.8022859
full,TOF,0.9153729
full,TOF,0.92875826
full,TOF,0.9456413
full,TOF,0.8034146
full,TOF,0.88306403
full,TOF,0.9143739
full,TOF,0.8607284
full,TOF,0.90482014
full,TOF,0.83923113
full,TOF,0.93016595
full,TOF,0.923154
full,TOF,0.7416252
full,TOF,0.9111353
full,TOF,0.87027
full,TOF,0.91429526
full,TOF,0.9360851
full,TOF,0.913477
full,TOF,0.8865129
full,TOF,0.95139915
full,TOF,0.94707274
full,TOF,0.9589113
full,TOF,0.83526456
full,TOF,0.97143835
full,TOF,0.9568553
full,TOF,0.8769951
full,TOF,0.90856606
full,TOF,0.8895267
full,TOF,0.8397316
full,TOF,0.8486036
full,TOF,0.9048502
full,TOF,0.9312985
full,TOF,0.74716413
full,TOF,0.7560403
full,TOF,0.90904343
full,TOF,0.9073514
full,TOF,0.90760183
full,TOF,0.92197716
full,TOF,0.8014256
full,TOF,0.8198072
full,TOF,0.62308514
full,TOF,0.9499669
full,TOF,0.82467717
full,TOF,0.9073595
full,TOF,0.8958866
full,TOF,0.8318185
full,TOF,0.9773932
full,TOF,0.9678451
full,TOF,0.9414281
full,TOF,0.83704513
full,TOF,0.96575725
full,TOF,0.79053426
full,TOF,0.8800921
full,TOF,0.86047965
full,TOF,0.8221106
full,TOF,0.9235667
full,TOF,0.90807164
full,TOF,0.8335962
full,TOF,0.9308882
full,TOF,0.71717817
full,TOF,0.8531972
full,TOF,0.9186437
full,TOF,0.658342
full,TOF,0.90125495
full,TOF,0.9341799
full,TOF,0.8266796
full,TOF,0.89406335
full,TOF,0.8742107
full,TOF,0.95628196
full,TOF,0.8462201
full,TOF,0.9268549
full,TOF,0.939502
full,TOF,0.90572774
full,TOF,0.8743771
full,TOF,0.8169317
full,TOF,0.6219753
full,TOF,0.8387671
full,TOF,0.92624056
full,TOF,0.9501228
full,TOF,0.79670537
full,TOF,0.7607853
full,TOF,0.4152438
full,TOF,0.8358805
full,TOF,0.8683194
full,TOF,0.93413544
full,TOF,0.86367905
full,TOF,0.8875598
full,TOF,0.91543883
full,TOF,0.7298627
full,TOF,0.81213033
full,TOF,0.82950646
full,TOF,0.85803676
full,TOF,0.8158418
full,TOF,0.89697105
full,TOF,0.81943417
full,TOF,0.9265375
full,TOF,0.84708524
full,TOF,0.91962373
full,TOF,0.8512007
full,TOF,0.5272464
full,TOF,0.89494044
full,TOF,0.92038095
full,TOF,0.8910643
full,TOF,0.90865594
full,TOF,0.84091365
full,TOF,0.90654165
full,TOF,0.7728959
full,TOF,0.947937
full,TOF,0.71263206
full,TOF,0.9461967
full,TOF,0.8029201
full,TOF,0.90409935
full,TOF,0.941106
full,TOF,0.75468695
full,TOF,0.8489595
full,TOF,0.95022666
full,TOF,0.8721913
full,TOF,0.88533765
full,TOF,0.8733815
full,TOF,0.8264223
full,TOF,0.813447
full,TOF,0.9724249
full,TOF,0.85394573
full,TOF,0.8921837
full,TOF,0.8950211
full,TOF,0.9454831
full,TOF,0.88419646
full,TOF,0.94881773
full,TOF,0.86810136
full,TOF,0.8808302
full,TOF,0.8684995
full,TOF,0.9118145
full,TOF,0.9290729
full,TOF,0.95732343
full,TOF,0.88292056
full,TOF,0.9188646
full,TOF,0.79553
full,TOF,0.8297293
full,TOF,0.68939173
full,TOF,0.9541158
full,TOF,0.9117214
full,TOF,0.92103183
full,TOF,0.8182409
full,TOF,0.8657707
full,TOF,0.9252898
full,TOF,0.92211264
full,TOF,0.83596355
full,TOF,0.7555772
full,TOF,0.9293424
full,TOF,0.79679525
full,TOF,0.9096252
full,TOF,0.5846789
full,TOF,0.93329537
full,TOF,0.91919875
full,TOF,0.96205866
full,TOF,0.736199
full,TOF,0.9309916
full,TOF,0.91078144
full,TOF,0.7023455
full,TOF,0.9587598
full,TOF,0.9036604
full,TOF,0.89183664
full,TOF,0.9602133
full,LUM,0.91101456
full,LUM,0.96606994
full,LUM,0.9468534
full,LUM,0.91070676
full,LUM,0.91612405
full,LUM,0.9150663
full,LUM,0.88514334
full,LUM,0.61146474
full,LUM,0.9303322
full,LUM,0.9049777
full,LUM,0.97306865
full,LUM,0.90660524
full,LUM,0.915718
full,LUM,0.94529444
full,LUM,0.8989737
full,LUM,0.94507337
full,LUM,0.96260667
full,LUM,0.805811
full,LUM,0.8762403
full,LUM,0.9064548
full,LUM,0.92960256
full,LUM,0.83964795
full,LUM,0.94189173
full,LUM,0.7227665
full,LUM,0.8970031
full,LUM,0.9519938
full,LUM,0.96117574
full,LUM,0.884586
full,LUM,0.90753573
full,LUM,0.90707654
full,LUM,0.9435754
full,LUM,0.90975934
full,LUM,0.90245193
full,LUM,0.89715016
full,LUM,0.9137463
full,LUM,0.9745058
full,LUM,0.8985675
full,LUM,0.52678514
full,LUM,0.93253845
full,LUM,0.9362143
full,LUM,0.74186623
full,LUM,0.85697687
full,LUM,0.95547485
full,LUM,0.9666374
full,LUM,0.9038557
full,LUM,0.91307855
full,LUM,0.9341072
full,LUM,0.956036
full,LUM,0.95613617
full,LUM,0.7511328
full,LUM,0.92444897
full,LUM,0.71621
full,LUM,0.9631536
full,LUM,0.9228923
full,LUM,0.93884575
full,LUM,0.90201557
full,LUM,0.8448486
full,LUM,0.9417537
full,LUM,0.9202102
full,LUM,0.8499472
full,LUM,0.91727924
full,LUM,0.9379116
full,LUM,0.9566596
full,LUM,0.9504677
full,LUM,0.9179242
full,LUM,0.76609576
full,LUM,0.44946223
full,LUM,0.89850676
full,LUM,0.7396747
full,LUM,0.9385379
full,LUM,0.9643146
full,LUM,0.96789473
full,LUM,0.965053
full,LUM,0.84730387
full,LUM,0.9555074
full,LUM,0.9145966
full,LUM,0.9389071
full,LUM,0.91230696
full,LUM,0.9165201
full,LUM,0.98706865
full,LUM,0.97621
full,LUM,0.8274505
full,LUM,0.90342283
full,LUM,0.89855576
full,LUM,0.9483235
full,LUM,0.88611853
full,LUM,0.9366326
full,LUM,0.9058219
full,LUM,0.92675936
full,LUM,0.9557816
full,LUM,0.92497903
full,LUM,0.9530099
full,LUM,0.9517722
full,LUM,0.90667874
full,LUM,0.9777606
full,LUM,0.95848346
full,LUM,0.9678684
full,LUM,0.9447051
full,LUM,0.94834316
full,LUM,0.84114045
full,LUM,0.9607171
full,LUM,0.94158983
full,LUM,0.8983942
full,LUM,0.9077941
full,LUM,0.9306539
full,LUM,0.89514184
full,LUM,0.88709426
full,LUM,0.81059045
full,LUM,0.7047887
full,LUM,0.91126275
full,LUM,0.9054071
full,LUM,0.9162622
full,LUM,0.8979459
full,LUM,0.9677925
full,LUM,0.9380197
full,LUM,0.98828816
full,LUM,0.9382481
full,LUM,0.83980745
full,LUM,0.87824076
full,LUM,0.93769497
full,LUM,0.8620125
full,LUM,0.86021894
full,LUM,0.9748378
full,LUM,0.78077984
full,LUM,0.92600226
full,LUM,0.94537497
full,LUM,0.9409252
full,LUM,0.91831326
full,LUM,0.9343205
full,LUM,0.69963956
full,LUM,0.89550114
full,LUM,0.9748282
full,LUM,0.20687199
full,LUM,0.9670815
full,LUM,0.93602073
full,LUM,0.89183444
full,LUM,0.9729719
full,LUM,0.91821486
full,LUM,0.89585865
full,LUM,0.84866065
full,LUM,0.8504734
full,LUM,0.8998399
full,LUM,0.95852077
full,LUM,0.9010773
full,LUM,0.9588414
full,LUM,0.9431973
full,LUM,0.8259136
full,LUM,0.9662607
full,LUM,0.9114763
full,LUM,0.86249185
full,LUM,0.92493546
full,LUM,0.9290303
full,LUM,0.9526398
full,LUM,0.97323334
full,LUM,0.98162764
full,LUM,0.9448085
full,LUM,0.9356414
full,LUM,0.9509263
full,LUM,0.95883137
full,LUM,0.9740865
full,LUM,0.9459675
full,LUM,0.95615935
full,LUM,0.940546
full,LUM,0.8851417
full,LUM,0.9365399
full,LUM,0.91010433
full,LUM,0.9648833
full,LUM,0.96091264
full,LUM,0.74187505
full,LUM,0.8642075
full,LUM,0.9473072
full,LUM,0.97884524
full,LUM,0.8623885
full,LUM,0.960374
full,LUM,0.8385912
full,LUM,0.9731621
full,LUM,0.9260707
full,LUM,0.9402849
full,LUM,0.9530176
full,LUM,0.91038465
full,LUM,0.91840345
full,LUM,0.9695402
full,LUM,0.93523395
full,LUM,0.8635129
full,LUM,0.84571767
full,LUM,0.96428955
full,LUM,0.951614
full,LUM,0.8923967
full,LUM,0.9065559
full,LUM,0.86043704
full,LUM,0.94143474
full,LUM,0.91034436
full,LUM,0.98168427
full,LUM,0.7822222
full,LUM,0.967047
full,LUM,0.9495501
full,LUM,0.9643885
full,LUM,0.56923527
full,LUM,0.9148637
full,LUM,0.9346415
full,LUM,0.92242825
full,LUM,0.9229448
full,LUM,0.9012419
full,LUM,0.89580226
full,LUM,0.88084
full,LUM,0.44631046
full,LUM,0.7886793
full,LUM,0.9343456
full,LUM,0.20737606
full,LUM,0.9267471
full,LUM,0.8919238
full,LUM,0.8869831
full,LUM,0.37793213
full,LUM,0.9562344
full,LUM,0.8428941
full,LUM,0.9167171
full,LUM,0.63843524
full,LUM,0.97466743
full,LUM,0.85488284
full,LUM,0.93662
full,LUM,0.9414422
full,LUM,0.9058915
full,LUM,0.9128731
full,LUM,0.9512764
full,LUM,0.8798314
full,LUM,0.9009288
full,LUM,0.9812064
full,LUM,0.9560047
full,LUM,0.9683122
full,LUM,0.9479816
full,LUM,0.9592991
full,LUM,0.9094076
full,LUM,0.9620854
full,LUM,0.9069433
full,LUM,0.94504476
full,LUM,0.92326564
full,LUM,0.8707262
full,LUM,0.9679995
full,LUM,0.8155069
full,LUM,0.939296
full,LUM,0.79639447
full,LUM,0.95801675
full,LUM,0.90895313
full,LUM,0.9438306
full,LUM,0.85481536
full,LUM,0.79226685
full,LUM,0.82267225
full,LUM,0.7011437
full,LUM,0.9021979
full,LUM,0.6130829
full,LUM,0.91845423
full,LUM,0.9744046
full,LUM,0.993018
full,LUM,0.94220686
full,LUM,0.9273254
full,LUM,0.95143396
full,LUM,0.9612262
full,LUM,0.96609914
full,LUM,0.9433277
full,LUM,0.9732036
full,LUM,0.9344851
full,LUM,0.90847677
full,LUM,0.946558
full,LUM,0.90882224
full,LUM,0.9012613
full,LUM,0.95638824
full,LUM,0.9848109
full,LUM,0.9282521
full,LUM,0.8746344
full,LUM,0.9447804
full,LUM,0.86551905
full,LUM,0.9602339
full,LUM,0.9378349
full,LUM,0.9691821
full,LUM,0.9612848
full,LUM,0.9510911
full,LUM,0.87350005
full,LUM,0.93021035
full,LUM,0.96003747
full,LUM,0.9362895
full,LUM,0.9029314
full,LUM,0.9716029
full,LUM,0.8532625
full,LUM,0.9021808
full,LUM,0.9408331
full,LUM,0.96968013
full,LUM,0.8462175
full,LUM,0.9897725
full,LUM,0.8057286
full,LUM,0.9322049
full,LUM,0.86636066
full,LUM,0.9381041
full,LUM,0.8868165
full,LUM,0.93349516
full,LUM,0.95784783
full,LUM,0.87870216
full,LUM,0.984711
full,LUM,0.89032006
full,LUM,0.97397953
full,LUM,0.7575908
full,LUM,0.9483577
full,LUM,0.9253638
full,LUM,0.28135866
full,LUM,0.95829755
full,LUM,0.8944186
full,LUM,0.9398968
full,LUM,0.8740757
full,LUM,0.9428856
full,LUM,0.9087577
full,LUM,0.9548499
full,LUM,0.87417054
full,LUM,0.68290365
full,LUM,0.9827228
full,LUM,0.9054712
full,LUM,0.95984197
full,LUM,0.7924644
full,LUM,0.93175834
full,LUM,0.5731417
full,LUM,0.9567473
full,LUM,0.9545286
full,LUM,0.9489497
full,LUM,0.9375976
full,LUM,0.89325297
full,LUM,0.86052537
full,LUM,0.79560804
full,LUM,0.9067632
full,LUM,0.9557521
full,LUM,0.8024912
full,LUM,0.916465
full,LUM,0.81333965
full,LUM,0.9076281
full,LUM,0.89400816
full,LUM,0.81391937
full,LUM,0.92876065
full,LUM,0.92159355
full,LUM,0.9189931
full,LUM,0.9170175
full,LUM,0.97155106
full,LUM,0.86701524
full,LUM,0.940856
full,LUM,0.90447253
full,LUM,0.9078988
full,LUM,0.9563312
full,LUM,0.6670415
full,LUM,0.92168105
full,LUM,0.92981225
full,LUM,0.9529662
full,LUM,0.82704264
full,LUM,0.9821357
full,LUM,0.7533808
full,LUM,0.94707865
full,LUM,0.95079243
full,LUM,0.95174265
full,LUM,0.9093242
full,LUM,0.9015679
full,LUM,0.94572896
full,LUM,0.9193197
full,LUM,0.8759172
full,LUM,0.91147
full,LUM,0.9445291
full,LUM,0.95236087
full,LUM,0.89160866
full,LUM,0.96090645
full,LUM,0.91944045
full,LUM,0.9507207
full,LUM,0.95801044
full,LUM,0.9476216
full,LUM,0.8943044
full,LUM,0.961811
full,LUM,0.724342
full,LUM,0.9709468
full,LUM,0.9621818
full,LUM,0.981191
full,LUM,0.9337081
full,LUM,0.9619994
full,LUM,0.9186937
full,LUM,0.97335553
full,LUM,0.91230726
full,LUM,0.94719994
full,LUM,0.92031074
full,LUM,0.91966504
full,LUM,0.97112864
full,LUM,0.88697773
full,LUM,0.9622579
full,LUM,0.84116274
full,LUM,0.98527443
full,LUM,0.9796699
full,LUM,0.96871203
full,LUM,0.97229207
full,LUM,0.96726775
full,LUM,0.8868446
full,LUM,0.93129706
full,LUM,0.94516635
full,LUM,0.9367147
full,LUM,0.95323527
full,LUM,0.9480723
full,LUM,0.9116835
full,LUM,0.89601207
full,LUM,0.8893877
full,LUM,0.9450817
full,LUM,0.93406165
full,LUM,0.84907144
full,LUM,0.6854725
full,LUM,0.7812319
full,LUM,0.95269656
full,LUM,0.9324345
full,LUM,0.92353565
full,LUM,0.9191919
full,LUM,0.9556811
full,LUM,0.954744
full,LUM,0.9615467
full,LUM,0.9376313
full,LUM,0.3022496
full,LUM,0.96120316
full,LUM,0.955106
full,LUM,0.93697524
full,LUM,0.8706064
full,LUM,0.9433043
full,LUM,0.8762963
full,LUM,0.918489
full,LUM,0.6417228
full,LUM,0.91464
full,LUM,0.96565366
full,LUM,0.9190945
full,LUM,0.87166816
full,LUM,0.8848601
full,LUM,0.9818326
full,LUM,0.94363886
full,LUM,0.9580507
full,LUM,0.9466177
full,LUM,0.15386784
full,LUM,0.8005096
